CONTROL,PER,REGION,METRO3,VALUE,ZINC2,ROOMS,ZADEQ,UTILITY,FMTZADEQ
'605687120143',4,'3','2',750000,128000,8,'1',335,1 Adequate
'699483830346',2,'1','2',750000,128000,5,'1',287.75,1 Adequate
'730773660241',2,'2','2',300000,128000,7,'1',241.6666667,1 Adequate
'731056430140',4,'2','2',200000,128000,7,'1',308.3333333,1 Adequate
'738389720146',2,'3','2',180000,128000,6,'1',416.75,1 Adequate
'731593620145',3,'3','2',220000,128000,10,'1',458,1 Adequate
'734873250145',6,'2','3',475000,128000,10,'1',286,1 Adequate
'699014958289',2,'3','4',550000,127988,9,'1',272.5,1 Adequate
'187273170141',5,'1','2',450000,127940,7,'1',389,1 Adequate
'489022960144',2,'2','2',115000,127800,7,'1',204.1666667,1 Adequate
'731273530147',5,'1','1',500000,127800,8,'1',820.5,1 Adequate
'466502030133',3,'2','2',220000,127780,5,'1',244,1 Adequate
'730242190145',3,'1','2',700000,127750,7,'1',453.8333333,1 Adequate
'730102770147',3,'3','3',100000,127612,5,'1',216.25,1 Adequate
'205641930148',2,'4','2',500000,127600,8,'1',343.3333333,1 Adequate
'487267950147',4,'4','2',476000,127523,6,'1',301,1 Adequate
'288572760149',2,'1','2',175000,127500,8,'1',167.6666667,1 Adequate
'400138960140',5,'2','1',250000,127500,9,'1',263.4166667,1 Adequate
'588502630133',3,'2','2',300000,127500,6,'1',310,1 Adequate
'500882130103',4,'3','3',500000,127500,8,'1',338.8333333,1 Adequate
'103459970144',3,'3','2',225000,127500,6,'1',362,1 Adequate
'688749990146',2,'2','2',800000,127468,6,'1',317.6666667,1 Adequate
'589473500145',7,'2','2',270000,127400,8,'1',711.8333333,1 Adequate
'388671370142',4,'4','2',270000,127350,7,'1',254.25,1 Adequate
'489938790140',2,'1','2',350000,127342,7,'1',520.9166667,1 Adequate
'200288130103',2,'3','2',350000,127320,8,'1',310,1 Adequate
'182125380142',3,'2','3',95000,127300,7,'1',316.5,1 Adequate
'389489430133',3,'1','2',185000,127300,4,'1',250.1666667,1 Adequate
'689818300148',6,'4','2',250000,127288,5,2,181,2 Moderately Inadequ
'199424430445',2,'1','5',250000,127200,7,'1',281.3333333,1 Adequate
'287033740146',2,'1','3',350000,127200,6,'1',348.1666667,1 Adequate
'299359920440',2,'1','2',150000,127200,8,'1',232.6666667,1 Adequate
'302502230133',5,'2','3',300000,127200,7,'1',262,1 Adequate
'384410320146',2,'4','1',350000,127200,6,'1',204.8333333,1 Adequate
'451502330133',2,'2','2',205000,127200,6,'1',219,1 Adequate
'399279908485',4,'3','3',206000,127158,8,'1',287.3333333,1 Adequate
'731988340149',4,'2','3',70000,127126,6,'1',200,1 Adequate
'736671250145',5,'4','1',340000,127101,10,'1',255,1 Adequate
'500638530145',3,'4','1',190,127025,7,'1',438,1 Adequate
'732365380146',5,'2','2',278000,127010,9,'1',247.25,1 Adequate
'100286110149',4,'1','3',600000,127000,8,'1',161,1 Adequate
'188961940140',3,'1','2',300000,127000,6,'1',348.5833333,1 Adequate
'189168100144',2,'2','1',110000,127000,7,'1',215.6666667,1 Adequate
'100538130103',2,'3','5',380000,127000,6,'1',149,1 Adequate
'400418920148',2,'3','1',150000,127000,6,'1',179,1 Adequate
'299782929387',5,'4','5',35000,127000,6,'1',202,1 Adequate
'300291130103',4,'2','4',244000,127000,5,'1',359,1 Adequate
'300467130103',2,'1','2',499999,127000,8,'1',296.6666667,1 Adequate
'300341130103',1,'3','2',225000,127000,7,'1',205.3333333,1 Adequate
'730966100144',2,'3','4',175000,127000,9,'1',210.8333333,1 Adequate
'389583330133',4,'1','2',250000,127000,7,'1',209,1 Adequate
'401828900147',2,'4','2',215000,127000,9,'1',122,1 Adequate
'566583930133',4,'1','2',275000,127000,7,'1',321.6666667,1 Adequate
'583926170142',4,'2','2',130000,127000,6,'1',218,1 Adequate
'592489330133',1,'1','2',38000,127000,4,'1',74.33333333,1 Adequate
'599329930245',2,'2','5',200000,127000,8,'1',268,1 Adequate
'300306430103',5,'3','3',125000,127000,11,'1',300,1 Adequate
'692583730133',3,'1','2',240000,127000,5,'1',156.3333333,1 Adequate
'730028870143',1,'3','1',350000,127000,6,'1',428,1 Adequate
'733037530146',3,'4','2',535000,127000,8,'1',251.6666667,1 Adequate
'733424070145',4,'1','5',260000,127000,8,'1',192,1 Adequate
'734295930140',2,'4','2',210000,127000,6,'1',175.3333333,1 Adequate
'730757070246',6,'1','2',400000,126999,7,'1',482.5833333,1 Adequate
'200605130103',2,'3','2',175000,126952,5,'1',161.3333333,1 Adequate
'687389760143',2,'3','2',120000,126922,6,'1',323.3333333,1 Adequate
'282860020147',3,'1','2',135000,126915,6,'1',285.6666667,1 Adequate
'389741710141',3,'3','1',200000,126890,10,'1',455.8333333,1 Adequate
'699270880348',5,'3','5',50000,126850,8,'1',224,1 Adequate
'100261230103',2,'4','1',250000,126800,7,'1',426.0833333,1 Adequate
'289864880142',2,'3','4',165000,126800,8,'1',394.3333333,1 Adequate
'299104900145',2,'3','4',70000,126650,6,'1',176,1 Adequate
'200226710141',2,'4','2',365000,126600,7,'1',212,1 Adequate
'199974930541',4,'3','4',750000,126600,7,'1',746,1 Adequate
'489850350140',2,'4','2',150000,126575,5,'1',38.33333333,1 Adequate
'289693650145',2,'4','1',280000,126538,7,'1',521,1 Adequate
'455502530133',4,'2','3',160000,126512,8,'1',407.3333333,1 Adequate
'100502930103',3,'2','2',165000,126500,5,'1',252.8333333,1 Adequate
'184962910142',4,'1','2',230000,126500,8,'1',472.0833333,1 Adequate
'200334380141',4,'2','5',155000,126500,9,'1',376,1 Adequate
'489921310140',4,'1','1',600000,126500,6,'1',372.6666667,1 Adequate
'600336780140',2,'2','2',200000,126500,7,'1',264.3333333,1 Adequate
'730691160146',4,'3','4',240000,126500,8,'1',309,1 Adequate
'684486980147',3,'1','2',450000,126500,7,'1',129,1 Adequate
'730235120149',6,'1','1',300000,126500,7,'1',261.1666667,1 Adequate
'600137730142',3,'3','5',600000,126500,9,'1',393,1 Adequate
'741150730145',2,'2','1',310000,126500,8,'1',191.5,1 Adequate
'199452769781',2,'3','5',47000,126490,6,'1',384.5,1 Adequate
'387358940147',3,'4','2',225000,126480,7,'1',228.9166667,1 Adequate
'203755140143',7,'3','2',80000,126400,5,'1',98,1 Adequate
'302383730147',1,'4','2',335000,126400,5,'1',112.3333333,1 Adequate
'730562580148',2,'4','1',1200000,126400,7,'1',952,1 Adequate
'732013190146',2,'2','3',229000,126360,6,'1',262.6666667,1 Adequate
'730365700142',2,'3','1',255000,126300,8,'1',223,1 Adequate
'599168810145',2,'4','5',350000,126300,8,'1',284.1666667,1 Adequate
'699085978282',2,'2','3',300000,126300,6,'1',177,1 Adequate
'299604608089',3,'3','5',120000,126273,6,'1',204.5833333,1 Adequate
'405828110149',4,'2','2',257000,126250,9,'1',271.3333333,1 Adequate
'301226130149',4,'2','2',150000,126232,8,'1',287.3333333,1 Adequate
'189717990145',6,'3','2',135000,126200,7,'1',266.6666667,1 Adequate
'200482430103',4,'3','2',550000,126139,8,'1',419,1 Adequate
'382941770143',2,'4','1',850000,126130,9,'1',206,1 Adequate
'730635430143',2,'4','5',8000,126100,7,'1',177.6666667,1 Adequate
'731089320141',3,'4','2',300000,126100,5,'1',176,1 Adequate
'487029770143',3,'3','2',150000,126048,5,'1',281,1 Adequate
'600897130103',4,'4','1',198000,126046,7,'1',299.3333333,1 Adequate
'699669900243',4,'2','3',180000,126034,10,'1',390.6666667,1 Adequate
'733468120146',3,'2','3',150000,126006,6,'1',172.9166667,1 Adequate
'100380530149',5,'4','1',200000,126000,6,'1',169,1 Adequate
'100716560147',5,'2','1',250000,126000,11,'1',262.6666667,1 Adequate
'181903720145',5,'1','2',500000,126000,8,'1',598.6666667,1 Adequate
'203910550143',5,'4','2',700000,126000,11,'1',501,1 Adequate
'268502330133',2,'2','2',60000,126000,5,'1',183.6666667,1 Adequate
'288656760145',2,'4','1',320000,126000,7,'1',259,1 Adequate
'289281510145',1,'1','1',375000,126000,6,'1',354.6666667,1 Adequate
'366502030133',3,'2','2',75000,126000,7,'1',258.6666667,1 Adequate
'399180820446',2,'3','5',95000,126000,5,'1',226,1 Adequate
'481583230133',2,'1','2',300000,126000,6,'1',492,1 Adequate
'486374920148',3,'1','2',800000,126000,12,'1',409,1 Adequate
'489473360145',3,'2','2',200000,126000,8,'1',240.3333333,1 Adequate
'496384730133',2,'1','2',350000,126000,5,'1',343.6666667,1 Adequate
'498273830133',6,'1','2',425000,126000,7,'1',918.8333333,1 Adequate
'699785980446',3,'3','5',115000,126000,7,'1',266,1 Adequate
'589143720141',4,'2','2',140000,126000,6,'1',318.3333333,1 Adequate
'600646130103',4,'3','5',299000,126000,6,'1',292,1 Adequate
'689359550146',3,'1','2',190000,126000,8,'1',282.6666667,1 Adequate
'699646920240',3,'3','5',210000,126000,6,'1',352,1 Adequate
'730265150146',2,'4','3',160000,126000,5,'1',227,1 Adequate
'730653060145',6,'1','3',250000,126000,7,'1',471.3333333,1 Adequate
'730796090546',2,'1','2',600000,126000,7,'1',301.6666667,1 Adequate
'300992230103',3,'3','2',215000,126000,7,'1',404.3333333,1 Adequate
'600494130103',4,'3','1',165000,126000,9,'1',428,1 Adequate
'400225330103',2,'3','1',135000,126000,9,'1',539.0833333,1 Adequate
'603593560148',4,'3','3',550000,126000,10,'1',548,1 Adequate
'599489960349',3,'1','3',220000,125960,8,'1',387,1 Adequate
'201272930148',2,'3','2',340000,125960,8,'1',319,1 Adequate
'681321180146',2,'3','1',95000,125916,6,2,294.3333333,2 Moderately Inadequ
'355583530133',4,'1','2',400000,125895,8,'1',443.25,1 Adequate
'600474550143',5,'4','1',380000,125816,7,'1',366.3333333,1 Adequate
'289231510148',2,'1','1',270000,125800,4,'1',208.8333333,1 Adequate
'689477770140',3,'2','2',225000,125800,9,'1',273.6666667,1 Adequate
'737196890144',4,'3','1',260000,125750,8,'1',426.6666667,1 Adequate
'100094190143',2,'2','1',140000,125700,6,'1',174.75,1 Adequate
'255502830133',4,'2','2',220000,125700,8,'1',231.1666667,1 Adequate
'301502130133',5,'2','2',200000,125700,10,'1',553.6666667,1 Adequate
'105459920147',2,'3','3',265000,125700,6,'1',226.6666667,1 Adequate
'677037160140',10,'4','2',550000,125700,8,'1',489,1 Adequate
'141502030133',5,'2','2',120000,125600,5,'1',258.3333333,1 Adequate
'199374920542',4,'1','2',240000,125600,7,'1',276.6666667,1 Adequate
'397710730133',3,'1','2',130000,125600,6,'1',640.0833333,1 Adequate
'300225330103',4,'3','3',225000,125600,6,'1',287.25,1 Adequate
'401727770143',4,'3','2',280000,125600,8,'1',514.1666667,1 Adequate
'401173300140',4,'3','1',120000,125599,8,'1',189,1 Adequate
'289387410144',3,'4','1',300000,125550,9,'1',290.6666667,1 Adequate
'187939170148',2,'2','2',170000,125500,6,'1',157.6666667,1 Adequate
'297273630133',4,'1','2',450000,125500,8,'1',470.3333333,1 Adequate
'730447010147',3,'3','1',145000,125500,6,'1',233.5833333,1 Adequate
'400499130103',2,'3','1',178000,125500,7,'1',250.1666667,1 Adequate
'399953620141',2,'3','5',390000,125500,8,'1',276,1 Adequate
'599464978188',3,'3','3',150000,125500,6,'1',293.8333333,1 Adequate
'688583130133',3,'1','2',475000,125500,9,'1',333.3333333,1 Adequate
'300790770147',2,'3','2',550000,125500,7,'1',366.6666667,1 Adequate
'730345480147',4,'2','4',250000,125500,9,'1',523,1 Adequate
'730439030145',2,'2','3',190000,125500,7,'1',207,1 Adequate
'200170350245',4,'2','3',168000,125470,6,'1',254.5,1 Adequate
'389226110147',3,'4','1',230000,125400,6,'1',234,1 Adequate
'405517920148',4,'4','3',200000,125400,5,'1',173.75,1 Adequate
'489788560143',3,'2','2',125000,125400,4,'1',269,1 Adequate
'598938830133',2,'1','2',300000,125400,8,'1',246.6666667,1 Adequate
'589828720143',1,'2','2',230000,125340,6,'1',150.1666667,1 Adequate
'286384720149',6,'1','2',30000,125331,7,'1',339.6666667,1 Adequate
'399029970141',2,'3','2',210000,125306,6,'1',325.8333333,1 Adequate
'730086820147',1,'3','3',222000,125300,5,'1',236.3333333,1 Adequate
'105828960140',4,'2','2',275000,125250,7,'1',154.5,1 Adequate
'683794920144',2,'1','2',69000,125200,6,'1',199.9166667,1 Adequate
'730336550140',1,'2','2',250000,125200,7,'1',102.5,1 Adequate
'299314838080',4,'4','5',40000,125195,9,'1',157,1 Adequate
'730173850146',2,'3','3',119000,125100,5,'1',141.5833333,1 Adequate
'289260850147',2,'3','2',400000,125100,6,'1',192,1 Adequate
'682788250146',4,'2','2',220000,125100,8,'1',293,1 Adequate
'688747890146',4,'1','2',429000,125100,6,'1',230.5,1 Adequate
'699750808184',4,'2','5',165000,125100,6,'1',409.75,1 Adequate
'201944570143',4,'3','2',600000,125075,10,'1',502,1 Adequate
'730799180144',2,'3','2',350000,125050,7,'1',754,1 Adequate
'305194940148',4,'4','2',395000,125020,7,'1',434,1 Adequate
'199976910441',4,'1','2',250000,125002,5,'1',403.6666667,1 Adequate
'687757730144',4,'3','1',102000,125001,7,'3',505.8333333,3 Severely Indadequa
'100424390140',2,'4','5',350000,125000,11,'1',182,1 Adequate
'100791120146',4,'1','2',525000,125000,7,'1',359.3333333,1 Adequate
'106929100143',3,'4','1',500000,125000,8,'1',618.0833333,1 Adequate
'107497170141',3,'4','3',135000,125000,6,'1',282,1 Adequate
'109579190145',3,'4','2',400000,125000,9,'1',318,1 Adequate
'158711500141',4,'4','1',368000,125000,6,'1',220,1 Adequate
'177941870140',3,'4','3',375000,125000,7,'1',292.8333333,1 Adequate
'186269140149',5,'4','2',585000,125000,6,'1',469.6666667,1 Adequate
'699924830113',1,'3','3',20000,125000,7,'1',135,1 Adequate
'199791920240',4,'1','2',69000,125000,6,'1',269,1 Adequate
'199861750247',3,'2','5',135000,125000,8,'1',349.8333333,1 Adequate
'499763930113',2,'3','1',20000,125000,6,'1',148,1 Adequate
'730531650148',2,'3','3',400000,125000,7,'1',155.1666667,1 Adequate
'200733530103',4,'4','3',439000,125000,9,'1',245.75,1 Adequate
'200946380142',4,'2','3',160000,125000,7,'1',224,1 Adequate
'268596770143',4,'2','1',220000,125000,7,'1',167.3333333,1 Adequate
'285778790142',4,'4','2',675000,125000,6,'1',227,1 Adequate
'300433230103',3,'3','2',350000,125000,8,'1',167,1 Adequate
'499393928589',3,'3','5',200000,125000,6,'1',173,1 Adequate
'298938630133',5,'1','2',525000,125000,9,'1',238,1 Adequate
'299067830145',3,'4','5',70000,125000,7,'1',218,1 Adequate
'299242920445',5,'1','2',1200000,125000,9,'1',588,1 Adequate
'299344810349',2,'1','5',325000,125000,6,'1',795,1 Adequate
'299386958180',2,'2','5',400000,125000,5,'1',238.1666667,1 Adequate
'299403818182',4,'2','5',130000,125000,9,'1',297.5833333,1 Adequate
'299450948185',2,'1','5',700000,125000,7,'1',135,1 Adequate
'299707960140',2,'1','2',215000,125000,5,'1',209,1 Adequate
'605809520147',3,'3','2',237,125000,6,'1',189,1 Adequate
'300910130103',4,'4','2',2465647,125000,21,'1',735.6666667,1 Adequate
'301502330133',2,'2','2',240000,125000,8,'1',226.6666667,1 Adequate
'362583030133',4,'1','3',300000,125000,7,'1',276.6666667,1 Adequate
'374502130133',4,'2','1',20000,125000,7,'1',286,1 Adequate
'381486550144',4,'1','2',500000,125000,6,'1',299.5,1 Adequate
'385694170145',4,'1','3',325000,125000,8,'1',303.1666667,1 Adequate
'388629400141',3,'4','1',210000,125000,5,'1',140,1 Adequate
'389642960143',2,'2','1',110000,125000,5,'1',183.3333333,1 Adequate
'389710060140',5,'1','2',250000,125000,5,'1',84,1 Adequate
'730591810142',3,'3','3',95000,125000,5,'1',224.6666667,1 Adequate
'600927530103',2,'3','1',180000,125000,6,'1',226,1 Adequate
'400424130103',3,'4','5',300000,125000,6,'1',241.3333333,1 Adequate
'400707130133',5,'1','3',420000,125000,9,'1',289,1 Adequate
'400752130103',2,'2','5',250000,125000,6,'1',330.5,1 Adequate
'578846680142',3,'3','1',140000,125000,7,'1',236,1 Adequate
'400988230103',1,'2','3',100000,125000,8,'1',116,1 Adequate
'401336430133',4,'2','2',425000,125000,8,'1',285.6666667,1 Adequate
'478583730133',3,'1','2',346000,125000,8,'1',380.6666667,1 Adequate
'481903950145',5,'1','2',280000,125000,5,'1',445.4166667,1 Adequate
'487939630148',2,'2','2',300000,125000,7,'1',298.6666667,1 Adequate
'301790790144',2,'3','3',380000,125000,7,'1',253.1666667,1 Adequate
'600755130103',4,'3','2',180000,125000,5,'1',254.8333333,1 Adequate
'490489730133',3,'1','2',300000,125000,8,'1',231.25,1 Adequate
'730237290147',2,'3','3',575000,125000,9,'1',269.1666667,1 Adequate
'600550140144',4,'3','2',200000,125000,7,'1',270.3333333,1 Adequate
'189247560146',2,'3','1',135000,125000,6,'1',273,1 Adequate
'556583730133',3,'1','3',375000,125000,8,'1',496.6666667,1 Adequate
'570336530133',2,'2','2',1300000,125000,10,'1',473,1 Adequate
'584730320141',6,'4','1',750000,125000,8,'1',459,1 Adequate
'586502030133',2,'2','2',330000,125000,8,'1',307,1 Adequate
'588502230133',2,'2','3',450000,125000,9,'1',559,1 Adequate
'594336430133',2,'2','2',155,125000,8,'1',346.9166667,1 Adequate
'600503130103',3,'4','1',220000,125000,6,'1',213.8333333,1 Adequate
'600509130103',4,'2','2',240000,125000,8,'1',257,1 Adequate
'601596230103',1,'2','1',150000,125000,6,'1',178,1 Adequate
'602357980144',3,'2','2',325000,125000,8,'1',347.5,1 Adequate
'666583830133',5,'1','1',385000,125000,7,'1',620.3333333,1 Adequate
'670502410146',2,'2','1',90000,125000,6,'1',335.3333333,1 Adequate
'684281140142',4,'1','2',650000,125000,7,'1',300.0833333,1 Adequate
'685359720149',4,'1','3',140000,125000,7,'1',422.75,1 Adequate
'601027330147',4,'3','1',80000,125000,6,'1',314,1 Adequate
'199926958484',3,'3','3',60000,125000,6,'1',316.6666667,1 Adequate
'688670190144',2,'4','2',750000,125000,5,'1',185.6666667,1 Adequate
'732944480143',3,'3','2',335000,125000,6,'1',318.6666667,1 Adequate
'689037930148',3,'1','2',250000,125000,5,'1',172,1 Adequate
'299348830445',2,'3','3',100000,125000,5,'1',319.4166667,1 Adequate
'689576930149',4,'2','5',120000,125000,6,'1',310,1 Adequate
'300504230103',4,'3','2',220000,125000,7,'1',327.6666667,1 Adequate
'699085918387',4,'2','5',230000,125000,9,'1',289.3333333,1 Adequate
'699258810441',4,'1','2',260000,125000,9,'1',336.6666667,1 Adequate
'699431888480',5,'1','5',100000,125000,7,'1',312.6666667,1 Adequate
'699572590143',2,'1','3',240000,125000,7,'1',143.6666667,1 Adequate
'730300440148',4,'3','3',450000,125000,8,'1',353.1666667,1 Adequate
'730089140144',4,'4','2',220000,125000,5,'1',195.9166667,1 Adequate
'730269470240',4,'4','2',300000,125000,7,'1',237.8333333,1 Adequate
'730583110140',5,'1','2',350000,125000,9,'1',396,1 Adequate
'730872360143',4,'2','2',300000,125000,7,'1',207,1 Adequate
'100258100143',5,'3','2',295000,125000,8,'1',412.1666667,1 Adequate
'731382820142',2,'4','2',250000,125000,8,'1',412,1 Adequate
'731518110146',3,'2','1',284700,125000,8,'1',330,1 Adequate
'735806690142',4,'3','3',1100000,125000,9,'1',441,1 Adequate
'400570130103',4,'3','5',388000,125000,9,'1',482,1 Adequate
'734169780143',2,'4','2',375000,125000,7,'1',334.3333333,1 Adequate
'734873660145',4,'2','3',200000,125000,6,'1',242,1 Adequate
'734086650144',3,'3','2',300000,125000,7,'1',578.3333333,1 Adequate
'738150290145',1,'2','2',350000,125000,5,'1',128,1 Adequate
'299207828086',3,'3','5',80000,125000,6,'1',868.25,1 Adequate
'288302950140',4,'4','2',300000,124980,7,'1',171,1 Adequate
'499583920440',2,'1','3',550000,124900,8,'1',941.3333333,1 Adequate
'199686968681',2,'3','3',56500,124860,5,'1',237.6666667,1 Adequate
'466336630133',5,'2','2',180000,124800,8,'1',596.5,1 Adequate
'699925909681',2,'3','2',349000,124800,8,'1',244,1 Adequate
'689383980141',2,'4','2',2465647,124800,7,'1',81.66666667,1 Adequate
'264502930133',2,'2','2',60000,124784,7,'1',231.5,1 Adequate
'388778590142',2,'4','2',480000,124725,5,'1',304.25,1 Adequate
'499042929189',2,'4','5',320000,124696,6,'1',189.6666667,1 Adequate
'199962880243',4,'3','5',99000,124600,5,'1',221,1 Adequate
'451502030133',4,'2','2',237000,124600,7,'1',325.3333333,1 Adequate
'689534700149',3,'1','2',120000,124600,6,'1',260.6666667,1 Adequate
'300622230103',2,'2','2',569000,124544,6,'1',279.25,1 Adequate
'189895150141',4,'2','2',225000,124460,6,'1',344,1 Adequate
'599964950144',4,'2','5',50000,124327,6,'1',213,1 Adequate
'400028130103',5,'3','2',250000,124250,10,'1',351.6666667,1 Adequate
'273596930146',3,'2','1',270000,124200,4,'1',332.3333333,1 Adequate
'483452350149',2,'1','1',1200000,124200,18,'1',1015.666667,1 Adequate
'599357860341',2,'2','1',290000,124200,6,'1',247.3333333,1 Adequate
'689481930143',2,'1','2',190000,124200,7,'1',196.3333333,1 Adequate
'489713820143',6,'3','1',80000,124200,5,'1',357,1 Adequate
'734295110149',5,'4','2',400000,124200,7,'1',460.5,1 Adequate
'200269630103',2,'4','1',335000,124150,8,'1',337.75,1 Adequate
'199304868281',3,'3','5',300000,124150,8,'1',264,1 Adequate
'597273430133',2,'1','2',250000,124150,4,'1',210,1 Adequate
'600805130103',4,'4','1',360000,124100,9,'1',245,1 Adequate
'402502230133',2,'2','2',110000,124050,5,'1',161.5,1 Adequate
'730056410143',2,'2','2',115000,124024,7,'1',234.1666667,1 Adequate
'251502130133',4,'2','2',110000,124020,5,'1',353,1 Adequate
'280037730149',2,'4','2',425000,124000,6,'1',56,1 Adequate
'300382590142',3,'4','1',385000,124000,6,'1',235,1 Adequate
'201664900143',2,'3','3',210000,124000,6,'1',198.3333333,1 Adequate
'388879300148',5,'1','1',210000,124000,7,'1',377.1666667,1 Adequate
'589772110148',4,'3','1',120000,124000,7,'1',210.6666667,1 Adequate
'395381330133',4,'1','2',260000,124000,6,'1',373.6666667,1 Adequate
'400168100147',2,'2','1',189000,124000,6,'1',220.6666667,1 Adequate
'731192600145',3,'3','1',190000,124000,6,'1',230,1 Adequate
'471288640141',4,'2','1',210000,124000,6,'1',71,1 Adequate
'499218840447',2,'1','3',350000,124000,6,'1',469,1 Adequate
'499273630133',4,'1','2',600000,124000,8,'1',437.4166667,1 Adequate
'213478740144',5,'3','3',170000,124000,8,'1',259,1 Adequate
'382029850149',3,'3','3',200000,124000,6,'1',262.1666667,1 Adequate
'565670130247',3,'4','2',700000,124000,6,'1',220,1 Adequate
'599281838086',2,'1','5',235000,124000,7,'1',247.3333333,1 Adequate
'696791430133',3,'1','2',365000,124000,7,'1',461.6666667,1 Adequate
'730483500144',2,'2','2',200000,124000,7,'1',241,1 Adequate
'730504660145',2,'1','2',180000,124000,7,'1',177.3333333,1 Adequate
'735849190149',2,'3','2',250000,124000,5,'1',422.0833333,1 Adequate
'399536936684',3,'3','3',780000,124000,8,'1',464,1 Adequate
'730284730143',4,'2','2',190000,123950,8,'1',351.9166667,1 Adequate
'687425790149',2,'4','1',115000,123900,5,'1',184,1 Adequate
'604550730148',6,'1','2',350000,123890,9,'1',322.3333333,1 Adequate
'401572970146',7,'1','2',450000,123850,9,'1',239,1 Adequate
'734477070140',4,'2','3',180000,123830,7,'1',321.75,1 Adequate
'388944590146',2,'3','2',550000,123825,6,'1',261.3333333,1 Adequate
'229831830113',2,'3','5',80000,123728,5,'1',257,1 Adequate
'738502360143',2,'2','3',130000,123640,7,'1',166,1 Adequate
'386005320144',4,'3','2',380000,123600,7,'1',350,1 Adequate
'287045960145',2,'4','2',210000,123550,9,'1',174,1 Adequate
'731839750146',5,'3','2',280000,123550,7,'1',587.5,1 Adequate
'732641040148',3,'4','2',300000,123460,5,'1',204,1 Adequate
'200477130103',2,'2','2',640000,123459,8,'1',343,1 Adequate
'385809720142',2,'4','1',240000,123400,6,'1',246.5,1 Adequate
'500276940148',3,'2','1',100000,123400,6,'1',179.25,1 Adequate
'488162560147',5,'2','3',120000,123360,9,'1',519,1 Adequate
'597384430133',3,'1','2',550000,123300,8,'1',682.1666667,1 Adequate
'688926490148',3,'2','2',70000,123300,5,'1',165.75,1 Adequate
'299319808089',5,'3','3',206000,123300,10,'1',430.6666667,1 Adequate
'101932120148',2,'2','3',214000,123209,6,'1',176.3333333,1 Adequate
'286281960145',3,'1','2',750000,123200,7,'1',595.5833333,1 Adequate
'387963550143',2,'4','2',600000,123200,6,'1',187.9166667,1 Adequate
'399711870146',4,'3','5',65000,123150,7,'1',184,1 Adequate
'299729969287',5,'3','3',96000,123100,6,'1',180.6666667,1 Adequate
'389292980147',4,'1','2',270000,123100,5,'1',285.3333333,1 Adequate
'387944160149',2,'3','2',700000,123100,10,'1',228.3333333,1 Adequate
'199072900146',4,'4','3',100000,123090,5,'1',243.6666667,1 Adequate
'730517730141',5,'2','4',90000,123078,9,'1',168.4166667,1 Adequate
'734910460143',2,'4','2',264459,123058,7,'1',210.25,1 Adequate
'731438750143',4,'3','3',600000,123050,9,'1',458.3333333,1 Adequate
'730433520146',2,'3','2',525000,123050,8,'1',468.6666667,1 Adequate
'300825780141',5,'1','3',290000,123020,8,'1',302,1 Adequate
'389143740141',3,'2','2',120000,123005,8,'1',288,1 Adequate
'100546350149',2,'1','2',240000,123000,5,'1',317,1 Adequate
'206828310146',2,'2','2',250000,123000,7,'1',168.75,1 Adequate
'288265770145',4,'4','2',1300000,123000,6,'1',215,1 Adequate
'289190500147',2,'4','1',275000,123000,8,'1',197.5,1 Adequate
'299396960144',4,'1','2',249000,123000,7,'1',362.8333333,1 Adequate
'730763860146',2,'3','2',165000,123000,8,'1',197.0833333,1 Adequate
'355583930133',5,'1','2',390000,123000,7,'1',354,1 Adequate
'384129910146',2,'4','2',780000,123000,6,'1',340,1 Adequate
'388309910145',4,'1','2',300000,123000,8,'1',369,1 Adequate
'398583930133',3,'1','1',175000,123000,6,'1',233.1666667,1 Adequate
'399620690442',5,'2','5',140000,123000,7,'1',255.1666667,1 Adequate
'399937910449',3,'2','5',200000,123000,5,'1',352,1 Adequate
'400542350145',4,'4','2',590000,123000,8,'1',203.3333333,1 Adequate
'439711570244',5,'4','1',300000,123000,7,'1',267,1 Adequate
'299949970144',4,'3','1',120000,123000,7,'1',245.75,1 Adequate
'572583830133',4,'1','1',100000,123000,6,'1',151,1 Adequate
'737944650146',4,'3','2',470000,123000,5,'1',281,1 Adequate
'599336940143',2,'2','2',172000,123000,3,'1',207.6666667,1 Adequate
'600092130303',1,'1','2',215000,123000,8,'1',141,1 Adequate
'663037160146',1,'4','1',600000,123000,6,'1',149,1 Adequate
'699583230133',3,'1','1',160000,123000,6,'1',262,1 Adequate
'731423980145',2,'3','1',180000,123000,6,'1',344,1 Adequate
'699910990445',3,'4','5',750000,123000,7,'1',378.3333333,1 Adequate
'730440070140',4,'2','2',260000,123000,8,'1',216,1 Adequate
'730583040149',4,'1','3',175000,123000,7,'1',169,1 Adequate
'731579590142',4,'4','2',500000,123000,7,'1',120.6666667,1 Adequate
'200908130503',2,'3','5',405000,122999,9,'1',286.6666667,1 Adequate
'300315370143',3,'3','2',107000,122934,7,'1',515.0833333,1 Adequate
'300270330103',2,'4','4',1000250,122900,10,'1',625.75,1 Adequate
'731824380142',4,'4','2',290000,122900,10,'1',286,1 Adequate
'100941110143',2,'4','1',400000,122876,6,'1',220,1 Adequate
'741638200144',3,'3','3',180000,122860,8,'1',272.1666667,1 Adequate
'299918700340',4,'3','5',250000,122800,7,'1',348,1 Adequate
